Date;Point_max;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Production totale (MW);temp;humidite;nebulosite;rafale_periode;vitesse_vent;pluie_3h;pluie_6h;pluie_12h;pluie_24h;year;week
2015-01-04;2015-01-02T19:00:00+01:00;75334;5802;58730;1659;0;13493;-57;892;-5184;80519;4.806957417582439;83.13063186813187;86.58513049450549;5.620075549450549;3.219855769230769;1.8692307692307693;3.869230769230769;7.138461538461538;8.7;2015;1
2015-01-11;2015-01-06T19:00:00+01:00;83939;10748;60182;1686;0;14494;-4;863;-4034;87969;3.56385812905046;87.40841258100873;87.2489081431389;4.62595960129614;2.5747240419836572;0.6000000000000001;1.2538461538461538;2.0923076923076924;2.5384615384615383;2015;2
2015-01-18;2015-01-12T19:00:00+01:00;77277;5515;59712;6353;0;13682;-10;953;-8923;86205;7.211442307692332;74.16092032967033;82.01974587912088;8.794203296703298;5.082142857142857;0.7846153846153846;1.6076923076923075;2.5307692307692307;14.484615384615385;2015;3
2015-01-25;2015-01-22T19:00:00+01:00;86687;11092;60563;1394;0;14959;-10;899;-2208;88897;2.5467651098901314;84.5614010989011;77.51926510989011;5.002026098901099;2.7462774725274723;1.7538461538461538;5.184615384615385;21.03846153846154;68.33076923076922;2015;4
2015-02-01;2015-01-26T19:00:00+01:00;82818;10656;59867;3226;0;13660;-4;950;-5534;88355;5.259333791208816;82.47987637362637;93.81102335164836;6.306524725274725;3.7814903846153842;5.261538461538462;10.015384615384615;16.03846153846154;18.700000000000003;2015;5
2015-02-08;2015-02-06T19:00:00+01:00;91933;11506;58914;6673;0;14907;-19;935;-986;92916;0.9034874260355269;70.90532544378698;79.19332470414201;10.96353550295858;6.414977810650887;1.7307692307692308;3.5615384615384618;8.723076923076922;21.376923076923074;2015;6
2015-02-15;2015-02-09T09:00:00+01:00;83825;10578;57478;1249;454;12991;-11;924;162;83663;3.0996531593406833;75.58959478021978;60.75;5.100954670329671;2.787355769230769;-0.03846153846153846;-0.03076923076923077;-0.04615384615384615;0.061538461538461535;2015;7
2015-02-22;2015-02-19T09:30:00+01:00;79080;9889;54788;1487;1167;12923;-10;931;-2094;81175;4.687603021978044;79.06868131868131;74.74773351648352;5.467053571428571;3.068653846153846;2.1461538461538465;3.5999999999999996;4.061538461538461;4.269230769230768;2015;8
2015-03-01;2015-02-24T19:30:00+01:00;78722;9437;54407;3929;0;14409;-18;940;-4383;83104;5.935096153846178;76.39574175824175;73.8643543956044;9.454093406593406;5.545714285714286;9.138461538461538;20.623076923076926;45.661538461538456;106.4923076923077;2015;9
2015-03-08;2015-03-06T08:30:00+01:00;75701;8691;50972;1024;718;14982;-49;924;-1563;77262;6.339506688963234;63.748736860965124;57.75996625656952;4.5993976946966075;2.587403547539417;0.007692307692307693;0.02307692307692308;0.03846153846153847;2.1999999999999997;2015;10
2015-03-15;2015-03-10T19:30:00+01:00;69295;7300;51064;1144;0;13270;-4;920;-4399;73694;9.386483516483539;79.37760989010988;87.40350274725276;4.453722527472528;2.3713736263736265;0.5846153846153845;1.2846153846153845;2.0153846153846158;2.661538461538461;2015;11
2015-03-22;2015-03-16T09:00:00+01:00;71126;9037;51616;547;692;11330;-13;915;-3002;74124;7.462025014459245;75.16477009832273;72.6593515037594;5.16608245373048;2.5366132880277616;8.223076923076922;14.930769230769231;28.47692307692308;68.71538461538461;2015;12
2015-03-29;2015-03-26T09:30:00+01:00;72643;7682;50202;3774;1636;10503;-4;882;-2032;74675;7.279308608058631;79.78940018315019;71.69720695970696;7.961888736263736;4.311236263736264;5.046153846153847;9.823076923076924;20.53076923076923;50.13076923076923;2015;13
2015-04-05;2015-04-02T09:30:00+02:00;68495;5064;48090;5835;900;11704;-5;907;-4003;72495;9.293489010989035;76.72864010989011;82.38804945054946;8.589423076923076;4.759821428571429;3.4538461538461536;7.315384615384616;12.946153846153846;20.36923076923077;2015;14
2015-04-12;2015-04-07T09:30:00+02:00;67379;5348;46562;1388;1674;10656;-4;791;967;66415;9.306078296703317;56.329807692307696;42.18389423076923;7.37239010989011;3.895528846153846;0.10769230769230768;0.21538461538461537;0.4076923076923077;0.5615384615384615;2015;15
2015-04-19;2015-04-13T09:30:00+02:00;56312;5112;43611;244;1695;9094;-5;738;-4179;60489;14.118571428571453;67.37101648351648;46.579670329670336;5.159306318681319;2.255212912087912;0.10000000000000002;0.20000000000000004;0.4000000000000001;0.7538461538461539;2015;16
2015-04-26;2015-04-20T12:00:00+02:00;56006;3821;42049;749;3012;9293;-24;719;-3614;59619;12.993255494505519;65.01197344322344;51.057657967032966;6.239785943223443;3.2322836538461535;2.5384615384615383;6.038461538461538;15.323076923076922;55.93846153846154;2015;17
2015-05-03;2015-04-30T13:00:00+02:00;59351;2818;44427;2296;3222;10582;-24;835;-4809;64156;11.535600850762163;77.1686746721021;81.3699430609713;6.292708259482453;3.244801931939029;13.784615384615385;23.246153846153845;41.15384615384615;56.96923076923077;2015;18
2015-05-10;2015-05-06T13:00:00+02:00;55903;1123;40909;6498;3458;9910;-44;820;-6775;62674;13.721583896872382;68.80163250211328;62.771621407438715;9.654238958157228;5.154546174978867;2.9923076923076923;6.161538461538461;12.623076923076923;26.638461538461538;2015;19
2015-05-17;2015-05-12T13:00:00+02:00;54380;870;42592;1451;3585;11144;-43;862;-6079;60461;17.47782242158175;69.56187329006808;73.97501587793926;6.123473320517366;3.069057912724166;0.09230769230769233;0.19230769230769235;0.39230769230769236;0.6846153846153846;2015;20
2015-05-24;2015-05-20T12:00:00+02:00;57087;862;44528;1803;3144;10449;-30;793;-4460;61549;11.442884615384639;68.96373626373627;65.26373626373626;7.764690934065934;4.210336538461538;5.523076923076923;11.23076923076923;21.22307692307692;48.23076923076923;2015;21
2015-05-31;2015-05-28T13:00:00+02:00;55114;758;45361;1951;3890;7485;-13;856;-5170;60288;15.5894230769231;66.82012362637363;65.30322802197803;6.247977335164834;3.184299450549451;0.10769230769230768;0.19230769230769232;0.39230769230769236;0.6846153846153846;2015;22
2015-06-07;2015-06-05T13:00:00+02:00;56847;1731;44328;721;4026;10946;-8;794;-5694;62538;22.399127492877515;63.43917378917379;54.317886396011396;6.516631054131054;3.2404825498575502;0.2923076923076923;0.5846153846153846;0.8153846153846154;0.8538461538461538;2015;23
2015-06-14;2015-06-11T13:00:00+02:00;55975;1840;45428;1204;3345;10247;-8;801;-6882;62857;21.00775786713289;68.21097027972029;69.82451923076923;6.734851398601399;3.4973470279720282;6.8538461538461535;11.438461538461537;16.892307692307693;49.4076923076923;2015;24
2015-06-21;2015-06-18T12:00:00+02:00;55194;1583;41522;1798;3146;11299;-8;828;-4974;60168;18.10899038461541;75.43131868131869;74.70346840659342;6.8427678571428565;3.661923076923077;2.0384615384615383;3.8846153846153846;6.546153846153847;8.207692307692309;2015;25
2015-06-28;2015-06-26T13:00:00+02:00;56014;959;45897;796;4115;10673;-8;854;-7271;63286;21.672190934065956;58.44230769230769;71.54824862637362;5.444807692307692;2.6927747252747256;0.10769230769230768;0.16923076923076924;0.22307692307692306;0.2538461538461539;2015;26
2015-07-05;2015-07-01T13:00:00+02:00;58969;3681;43343;1621;3978;8584;-16;729;-2947;61920;25.70022664835167;57.88598901098901;55.88684752747253;6.843677884615384;3.463770604395604;0.5;1.0;1.9538461538461538;2.784615384615385;2015;27
2015-07-12;2015-07-07T13:00:00+02:00;58746;3876;45345;2000;3419;9161;-48;843;-5847;64596;23.00768543956046;65.42101648351648;65.40281593406593;7.483307005494505;3.7828228021978023;2.2153846153846155;4.046153846153846;7.284615384615384;8.223076923076922;2015;28
2015-07-19;2015-07-16T13:00:00+02:00;58588;3958;48270;693;3926;7765;-16;854;-6861;65450;25.17259615384618;61.3456043956044;54.596668956043956;6.475377747252747;3.2877197802197804;0.2;0.37692307692307697;0.5846153846153845;2.9692307692307693;2015;29
2015-07-26;2015-07-21T13:00:00+02:00;58251;3048;45667;520;3771;5449;-65;846;-984;59236;23.89491758241761;68.9231456043956;66.61658653846153;5.965989010989011;2.937081043956044;0.43076923076923074;0.8846153846153846;2.330769230769231;9.938461538461537;2015;30
2015-08-02;2015-07-29T13:00:00+02:00;53479;816;46811;2164;2671;6271;-16;864;-6105;59581;17.719271313364075;68.53763071605815;69.09560550336761;6.980409207727756;3.7682459677419353;4.6;9.061538461538461;21.73076923076923;40.98461538461538;2015;31
2015-08-09;2015-08-06T13:00:00+02:00;51507;775;43732;845;3846;5421;-60;861;-3915;55420;23.47212668380009;62.76740074441687;64.04947935129387;5.749493530662885;2.7514476249556896;0.10000000000000002;0.2692307692307693;1.3923076923076922;5.238461538461538;2015;32
2015-08-16;2015-08-12T13:00:00+02:00;50306;661;45461;991;3836;6863;-27;870;-8350;58655;24.781856611130827;64.5964861751152;68.49693703473946;6.242039945941155;3.250087513293159;0.676923076923077;1.1846153846153846;2.069230769230769;9.653846153846153;2015;33
2015-08-23;2015-08-21T13:00:00+02:00;50692;586;48096;305;4179;5184;-70;923;-8517;59203;21.771398871398898;63.17922297297297;48.80147386397387;4.780754473566973;2.1459130902880905;0.07692307692307693;0.14615384615384613;0.33076923076923076;4.2153846153846155;2015;34
2015-08-30;2015-08-27T13:00:00+02:00;54745;1585;43600;1562;3056;6789;-17;893;-2722;57468;19.172493131868155;77.17156593406594;84.24192994505493;6.441284340659341;3.270618131868132;16.984615384615385;30.584615384615386;53.05384615384616;73.88461538461539;2015;35
2015-09-06;2015-08-31T13:00:00+02:00;55576;3525;43248;1780;2791;7832;-17;859;-4449;60018;22.121635944700486;72.11321118397731;76.98902206664303;6.978751329315846;3.6070057160581355;19.27692307692308;27.361538461538462;41.08461538461539;45.33846153846154;2015;36
2015-09-13;2015-09-09T12:00:00+02:00;54441;2167;47878;1151;3753;4893;-17;845;-6229;60670;17.26508928571431;63.80418956043956;47.62740384615385;5.374584478021978;3.064271978021978;0.1076923076923077;0.18461538461538465;0.3692307692307692;0.676923076923077;2015;37
2015-09-20;2015-09-16T12:00:00+02:00;57031;3264;44124;5690;1817;7081;-17;871;-5795;62830;18.44048125120496;79.49357889917101;91.86068536726431;11.251561234817814;5.900450163871216;25.553846153846152;53.76153846153846;104.12307692307692;160.8;2015;38
2015-09-27;2015-09-23T12:00:00+02:00;55961;5251;41259;2063;2806;6322;-43;848;-2545;58506;13.440190923135244;74.26100437471459;67.34163384416203;6.956889808080955;3.849925986922008;2.1999999999999997;5.769230769230769;18.3;60.407692307692315;2015;39
2015-10-04;2015-10-02T09:30:00+02:00;56797;6210;43870;1709;836;8336;-5;888;-5046;61844;12.854539835164859;73.0032967032967;64.12431318681318;5.6699725274725274;3.036318681318681;16.93846153846154;38.1;82.79230769230769;133.27692307692308;2015;40
2015-10-11;2015-10-09T09:30:00+02:00;57266;5798;46815;720;966;9440;-5;778;-7240;64512;12.532554945054967;77.42465659340658;61.47657967032967;4.759375;2.6886332417582417;1.6846153846153848;1.7846153846153845;2.0384615384615383;2.9076923076923076;2015;41
2015-10-18;2015-10-16T09:30:00+02:00;68309;7667;48145;930;745;9985;-5;752;87;68219;8.11799450549453;79.53056318681318;76.99433379120879;4.694649725274726;2.5583928571428567;1.7307692307692308;3.4769230769230766;7.538461538461538;16.284615384615385;2015;42
2015-10-25;2015-10-21T19:30:00+02:00;66034;7643;49055;1980;-1;10028;-15;847;-3500;69537;10.421696428571453;81.15989010989011;88.4770260989011;5.113715659340659;2.8671153846153845;1.776923076923077;3.353846153846154;5.392307692307693;6.6000000000000005;2015;43
2015-11-01;2015-10-29T19:00:00+01:00;63633;7200;47047;1963;-1;10360;-13;932;-3854;67488;11.833079212454235;86.38138736263735;84.24736721611723;5.4836263736263735;3.071742216117216;2.430769230769231;6.015384615384615;22.53846153846154;97.73076923076923;2015;44
2015-11-08;2015-11-03T19:00:00+01:00;65731;9913;49681;3240;-1;7951;-6;986;-6034;71764;12.479392610594557;82.93552761341222;88.43204511834318;7.012968089602705;3.764085834037757;17.746153846153845;35.46153846153846;66.11538461538461;102.45384615384614;2015;45
2015-11-15;2015-11-12T19:00:00+01:00;64403;8318;50584;1208;-1;9578;-6;1030;-6308;70711;11.617087912087937;86.50831043956045;87.00374313186813;3.901119505494506;2.208138736263736;0.22307692307692306;0.4615384615384616;0.9846153846153847;1.9692307692307693;2015;46
2015-11-22;2015-11-22T19:30:00+01:00;66353;8206;52444;1635;-1;8340;-15;997;-5247;71606;4.372622297057803;75.81438762850054;70.70427707373273;6.7881493707905;3.453204315845445;5.907692307692307;12.284615384615384;27.46153846153846;86.5076923076923;2015;47
2015-11-29;2015-11-24T19:00:00+01:00;80414;10520;53016;4135;-1;12984;-6;1017;-1249;81665;4.2363068181818395;83.17224650349651;82.9780812937063;6.656936188811189;3.811918706293706;7.276923076923078;13.03076923076923;21.984615384615385;28.423076923076923;2015;48
2015-12-06;2015-12-03T19:00:00+01:00;74713;9325;54971;4310;-1;12051;-6;1020;-6956;81670;7.393358516483539;81.55302197802197;82.50638736263735;5.606298076923077;3.2610370879120882;0.5846153846153846;0.9076923076923078;0.9153846153846152;0.8461538461538461;2015;49
2015-12-13;2015-12-10T19:00:00+01:00;78412;9450;58461;2685;-1;13996;-7;1025;-7202;85609;5.136421703296725;85.31902472527472;74.90594093406594;5.343355082417583;3.0829120879120877;0.07692307692307693;0.13076923076923078;0.3230769230769231;2.5461538461538464;2015;50
2015-12-20;2015-12-14T19:00:00+01:00;75573;9816;58600;2643;-1;12156;-7;1017;-8649;84224;6.817626796280665;87.02087031558185;79.45146872358411;5.34731191885038;3.0532306635672017;0.5230769230769231;1.0769230769230769;1.9076923076923078;2.3461538461538463;2015;51
2015-12-27;2015-12-21T19:00:00+01:00;66446;5315;54614;7116;-1;8296;-328;1027;-9594;76039;10.665920329670353;84.46627747252748;74.88873626373626;8.378190247252748;4.78364010989011;7.161538461538461;13.946153846153845;26.207692307692305;41.91538461538461;2015;52
2016-01-03;2015-12-30T19:00:00+01:00;65665;2864;54088;6796;-1;7433;-6;1033;-6544;72207;8.512476401803347;80.66410025650741;80.15391170776616;7.986388346401609;4.6316003050883685;2.4153846153846152;3.5846153846153848;4.13076923076923;12.561538461538463;2015;53
2016-01-10;2016-01-05T19:00:00+01:00;76977;7969;57849;4326;-1;14124;-5;1051;-8332;85313;7.612211538461561;83.54752747252748;88.2395260989011;8.867029532967033;4.757870879120879;12.7;22.915384615384614;47.84615384615385;100.06153846153846;2016;1
2016-01-17;2016-01-15T19:00:00+01:00;82711;10428;58491;5896;-1;14062;-5;1031;-7189;89902;3.689162087912109;75.27465659340659;67.92290521978022;9.047857142857143;4.93548076923077;2.7;6.592307692307693;16.97692307692308;51.5923076923077;2016;2
2016-01-24;2016-01-18T19:00:00+01:00;88730;11616;58996;1886;-1;15818;-5;1045;-623;89355;1.2009890109890335;80.3918956043956;92.29004120879121;6.159938186813187;3.4231524725274727;14.0;26.0;46.26923076923077;64.1923076923077;2016;3
2016-01-31;2016-01-28T19:00:00+01:00;74638;9002;57467;723;-1;13286;-6;1091;-6925;81562;8.601458259482476;84.31602047146401;83.29134726160936;4.751588310882666;2.569537176533144;5.246153846153846;11.407692307692308;29.423076923076923;69.78461538461539;2016;4
2016-02-07;2016-02-03T19:00:00+01:00;76802;5113;59343;4379;-1;16183;-15;993;-9194;85995;7.265576923076948;77.11538461538461;77.06936813186813;9.364567307692308;4.87217032967033;7.107692307692308;15.3;32.63846153846154;64.5153846153846;2016;5
2016-02-14;2016-02-10T19:00:00+01:00;78526;5968;55647;3331;-1;14186;-18;1036;-1623;80149;5.699779867568351;73.73522118906735;76.4094507255565;10.565563362919132;5.492458967314737;9.615384615384615;22.43846153846154;61.73846153846154;207.0;2016;6
2016-02-21;2016-02-17T19:00:00+01:00;82502;11554;55172;874;-1;14037;-25;1047;-154;82658;2.378585164835187;78.2459478021978;75.58705357142857;4.9466552197802205;2.692967032967033;3.3307692307692305;5.592307692307693;7.423076923076923;9.153846153846153;2016;7
2016-02-28;2016-02-26T09:00:00+01:00;75969;8245;54938;1094;864;14664;-28;1076;-4883;80853;4.693465236686412;71.52352423217808;82.81466610312765;5.25761517328825;2.895637327416174;0.46923076923076923;0.976923076923077;3.123076923076923;17.04615384615385;2016;8
2016-03-06;2016-02-29T19:30:00+01:00;79100;7681;53713;3308;-1;14959;-12;1007;-1555;80655;4.98261834319529;70.06645886165117;73.47520868554523;9.779462876866724;5.335642786700479;1.7692307692307692;4.43076923076923;13.961538461538462;45.8;2016;9
2016-03-13;2016-03-07T19:30:00+01:00;79159;9292;53897;2305;-1;15076;-74;1027;-2361;81522;4.1320017482517715;76.64916958041958;78.35788898601399;6.566625874125875;3.530358391608391;4.423076923076923;8.63076923076923;15.415384615384616;26.123076923076926;2016;10
2016-03-20;2016-03-16T19:30:00+01:00;76735;8826;52049;4416;-1;13334;-12;1047;-2924;79659;6.231251970392959;71.15488544474394;88.52966130839407;9.425366233911227;5.293371511773182;6.8538461538461535;13.153846153846153;23.192307692307693;27.73846153846154;2016;11
2016-03-27;2016-03-23T19:30:00+01:00;69357;7853;49031;2440;0;12968;-4;1050;-3981;73338;8.380114308768178;68.0715012551551;65.32607416621839;8.158364600143447;4.598574054150977;0.5615384615384615;1.123076923076923;1.9461538461538461;3.0461538461538464;2016;12
2016-04-03;2016-04-01T09:30:00+02:00;69563;8142;45549;1580;768;11029;-5;965;1532;68028;8.322503766394918;78.3993641439206;75.84867954626019;5.730842121588089;3.03976803438497;5.06923076923077;11.96923076923077;33.04615384615385;96.92307692307692;2016;13
2016-04-10;2016-04-08T09:30:00+02:00;66116;6538;46469;1097;1462;12079;-5;941;-2465;68581;8.452465034965059;74.88876748251748;77.65362762237763;6.530983391608392;3.649313811188811;2.9538461538461536;5.938461538461539;13.084615384615384;30.492307692307694;2016;14
2016-04-17;2016-04-12T09:30:00+02:00;61014;6976;44813;1050;1620;10458;-5;906;-4805;65818;11.918193681318703;75.35776098901098;71.82228708791209;5.441188186813187;2.8180494505494504;5.653846153846154;10.346153846153847;19.846153846153847;46.04615384615385;2016;15
2016-04-24;2016-04-18T09:30:00+02:00;62431;5296;42800;379;1878;13022;-5;891;-1833;64261;9.127607453030864;67.46821901217062;51.74876299775493;5.325441480562448;2.8407692307692307;1.146153846153846;3.292307692307692;12.284615384615384;50.93846153846153;2016;16
2016-05-01;2016-04-27T09:30:00+02:00;66335;6956;43849;1657;2023;12667;-5;888;-1694;68035;7.777382889546373;65.78091715976332;69.23986070019724;6.9418750000000005;3.569344181459566;1.8461538461538463;3.569230769230769;9.023076923076925;26.707692307692305;2016;17
2016-05-08;2016-05-02T09:30:00+02:00;61065;4431;42351;1280;2153;11786;-8;946;-1875;62939;11.710332488024818;69.20014088475627;75.1021414482953;6.752909446322908;3.6902958579881657;0.7384615384615386;1.6461538461538463;4.8;16.4;2016;18
2016-05-15;2016-05-13T12:00:00+02:00;55790;2318;43757;1535;1963;12378;-7;959;-7112;62903;14.772413448562258;83.2814286085035;88.94902696830835;6.65222299461672;3.5466467945010454;9.053846153846154;17.015384615384615;32.176923076923075;67.5;2016;19
2016-05-22;2016-05-19T12:00:00+02:00;56368;3920;41974;2319;2898;11863;-7;881;-7481;63848;13.049798635558666;75.32698945899776;84.43309818854256;8.48440125353946;4.516338434186727;7.1461538461538465;11.546153846153846;20.96153846153846;53.207692307692305;2016;20
2016-05-29;2016-05-23T12:00:00+02:00;56096;3565;42214;2553;3327;11217;-36;869;-7607;63709;12.602731481481502;75.56349715099715;75.90941061253561;8.404699074074074;4.509227207977208;12.607692307692307;24.684615384615384;48.02307692307692;149.16153846153844;2016;21
2016-06-05;2016-05-31T12:00:00+02:00;56307;4288;40807;3948;2292;11166;-51;876;-7022;63326;14.490506656804756;83.57496301775147;84.49852071005918;8.76530325443787;4.885506656804734;25.346153846153847;50.98461538461539;113.56153846153846;230.1846153846154;2016;22
2016-06-12;2016-06-08T12:00:00+02:00;53428;1852;43888;411;4046;11478;-91;838;-8996;62422;19.245530340213985;75.1625541383761;67.31551510420928;5.250567424717549;2.767638067061144;2.407692307692308;5.846153846153846;18.26923076923077;44.33076923076923;2016;23
2016-06-19;2016-06-15T13:00:00+02:00;54045;4868;40133;1565;3582;10870;-18;866;-7822;61866;15.804860643388894;76.70942928039702;83.16482962601914;6.245012628500532;3.155589994682737;17.676923076923078;30.946153846153848;60.0923076923077;107.43076923076923;2016;24
2016-06-26;2016-06-23T13:00:00+02:00;55621;4739;37427;1095;4450;12066;-9;832;-4978;60600;23.430063157664637;70.26146005188446;61.662165301541954;6.186659027312211;3.1218185428629726;5.723076923076923;11.038461538461538;22.184615384615384;37.58461538461539;2016;25
2016-07-03;2016-06-30T12:00:00+02:00;55063;4326;39203;2389;2930;10679;-13;1020;-5472;60534;19.41180295562587;77.74852951535644;87.92105710150064;6.834361777852008;3.617353599151056;2.053846153846154;4.8076923076923075;10.3;21.04615384615385;2016;26
2016-07-10;2016-07-07T13:00:00+02:00;55932;3643;43481;197;4725;7795;-23;934;-4817;60752;20.92141546131933;63.20189568266491;63.07839551829936;4.171945540214771;2.082903928336621;0.24615384615384617;0.33076923076923076;0.40769230769230774;0.6384615384615385;2016;27
2016-07-17;2016-07-11T13:00:00+02:00;55184;2003;40505;3176;2671;9543;-54;958;-3618;58802;20.53982829670332;72.16414835164835;80.33870192307693;6.517160027472528;3.5168337912087915;4.446153846153846;8.415384615384616;15.876923076923077;22.623076923076926;2016;28
2016-07-24;2016-07-19T13:00:00+02:00;57074;4995;37064;906;4784;9129;-18;922;-709;57782;25.90964972527475;53.935302197802194;50.278331043956044;5.618385989010989;3.162843406593406;0.007692307692307693;0.02307692307692308;0.06153846153846154;0.16153846153846155;2016;29
2016-07-31;2016-07-26T13:00:00+02:00;54397;5270;37674;754;4160;9398;-52;920;-3728;58124;21.091467249855434;67.37381434355119;71.36890001445923;5.616465442452284;3.0357753759398496;0.6923076923076923;1.3846153846153846;1.6615384615384614;2.3076923076923075;2016;30
2016-08-07;2016-08-03T13:00:00+02:00;51163;2121;38483;3183;4361;7085;-20;953;-5001;56166;21.442677848467348;71.21770170618855;81.70342322151532;6.758709875650665;3.6759832272990165;6.430769230769231;12.53076923076923;22.623076923076926;41.715384615384615;2016;31
2016-08-14;2016-08-08T13:00:00+02:00;48726;1836;37324;1732;4137;6787;-71;970;-3991;52715;20.61969584970489;65.97603510529999;68.8977372926323;6.330384511093024;3.426164423121941;0.05384615384615385;0.1;0.23846153846153847;0.6538461538461539;2016;32
2016-08-21;2016-08-19T13:00:00+02:00;50604;3477;36399;1348;3689;5969;-30;968;-1212;51820;19.62655939180241;76.13160020444613;82.75374173416405;5.363977047020341;2.884952744996251;4.407692307692308;8.661538461538463;17.684615384615384;38.753846153846155;2016;33
