Date;Point_max;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Production totale (MW);temp;humidite;nebulosite;rafale_periode;vitesse_vent;pluie_3h;pluie_6h;pluie_12h;pluie_24h;year;week
2018-04-29;2018-04-26T13:00:00+02:00;54827;845;43919;3432;5496;9963;-64;1134;-9901;64725;12.522925824175847;68.33440934065933;82.28502747252747;6.647438186813186;3.519059065934066;0.4153846153846154;1.0615384615384615;2.976923076923077;7.915384615384616;2018;17
2018-05-06;2018-05-02T12:00:00+02:00;59004;764;44302;4989;4926;9059;-21;1061;-6074;65080;10.834666103127663;75.5622323189631;88.0241353198084;6.698960446604677;3.7080933009298396;8.538461538461538;17.86923076923077;36.246153846153845;67.3;2018;18
2018-05-13;2018-05-07T13:00:00+02:00;50825;781;39226;741;5715;11343;-33;1082;-8028;58855;19.058001373626396;67.5426510989011;74.41638049450549;4.593516483516483;2.287403846153846;9.976923076923075;14.392307692307693;17.53846153846154;21.138461538461538;2018;19
2018-05-20;2018-05-14T13:00:00+02:00;58089;1328;44377;5742;2393;12544;-54;1161;-9399;67491;11.276490384615407;81.51820054945054;89.40264423076923;8.01973901098901;4.309230769230769;22.215384615384615;43.58461538461539;91.65384615384616;195.53846153846155;2018;20
2018-05-27;2018-05-25T13:00:00+02:00;54099;1300;43709;480;4156;11505;-111;1015;-7954;62054;18.3380244755245;77.80323426573426;86.50738636363636;4.529121503496503;2.248293269230769;4.615384615384615;8.684615384615384;17.2;29.123076923076926;2018;21
2018-06-03;2018-05-30T13:00:00+02:00;54056;2857;43211;500;3175;10869;-83;976;-7449;61505;18.60484203296706;81.88942307692308;91.4632554945055;4.767953296703297;2.41;12.515384615384615;23.49230769230769;41.51538461538462;77.04615384615384;2018;22
2018-06-10;2018-06-06T13:00:00+02:00;54397;2701;41383;917;3411;11219;-54;946;-6132;60523;17.97752060439563;84.10384615384615;93.2268543956044;5.458482142857142;2.8048351648351653;17.592307692307692;38.38461538461539;90.30000000000001;190.40769230769232;2018;23
2018-06-17;2018-06-15T13:00:00+02:00;53886;1775;40896;938;4239;11735;-37;1048;-6711;60594;18.04360576923079;73.58777472527473;84.96531593406593;5.262970467032967;2.7352472527472527;3.5999999999999996;7.046153846153846;13.338461538461539;30.738461538461536;2018;24
2018-06-24;2018-06-20T13:00:00+02:00;55986;2226;41101;437;6005;10830;-44;982;-5550;61537;22.309189560439584;68.5915521978022;73.27953296703296;4.8321771978021975;2.456524725274725;0.22307692307692312;0.4307692307692308;0.8923076923076925;1.6846153846153848;2018;25
2018-07-01;2018-06-27T13:00:00+02:00;55426;2218;40795;1996;5852;10120;-8;981;-6526;61954;22.154602581701095;59.58611675729898;72.88472922496172;6.991074652869437;3.842307494324481;0.015384615384615385;0.03076923076923077;0.06153846153846154;0.061538461538461556;2018;26
2018-07-08;2018-07-04T13:00:00+02:00;57073;5736;40026;725;5372;10260;-21;984;-6005;63082;22.19324404761907;73.05798992673992;82.32361492673992;5.541604853479853;2.6930059523809526;11.592307692307692;18.546153846153846;24.246153846153845;44.84615384615385;2018;27
2018-07-15;2018-07-10T13:00:00+02:00;56431;5098;42143;2041;5687;8454;-21;1043;-8017;64445;21.39485576923079;61.18489010989011;76.79718406593406;6.767740384615385;3.6864285714285714;-0.015384615384615384;-0.015384615384615385;-0.007692307692307688;0.02307692307692308;2018;28
2018-07-22;2018-07-19T13:00:00+02:00;56615;3599;44112;361;5828;7009;-70;1046;-5271;61885;22.79779132242941;60.99124986044434;81.08238900673588;5.192150692196048;2.6619312176696064;2.5846153846153848;4.415384615384616;9.746153846153847;19.93846153846154;2018;29
2018-07-29;2018-07-26T13:00:00+02:00;57647;5749;43372;289;5939;6859;-25;1150;-5688;63333;25.475837912087933;60.17918956043956;75.1407967032967;4.690511675824176;2.2651888736263737;1.146153846153846;2.3000000000000003;2.576923076923077;2.8615384615384616;2018;30
2018-08-05;2018-08-02T13:00:00+02:00;55495;4516;39459;771;6095;6551;-76;1074;-2897;58390;24.791976576055546;60.02456622325043;69.65804113649509;5.642452284557548;3.005378831694621;0.27692307692307694;1.1615384615384614;2.8846153846153846;14.153846153846153;2018;31
2018-08-12;2018-08-07T13:00:00+02:00;53557;5395;36450;1856;4813;6104;-21;1004;-2047;55601;25.328188867584053;62.39294918790886;78.80246870065419;6.7913170398150235;3.586158428265283;3.0461538461538464;4.423076923076923;4.63076923076923;4.8307692307692305;2018;32
2018-08-19;2018-08-16T13:00:00+02:00;49483;2562;39654;588;5840;5009;-101;1049;-5120;54601;21.583130357545706;68.56559045792916;80.39924782878413;5.177778310399278;2.651586961425671;2.4384615384615382;3.746153846153846;5.653846153846154;8.992307692307692;2018;33
2018-08-26;2018-08-22T13:00:00+02:00;53587;3936;36201;196;5685;6811;-20;1024;-247;53833;23.317167268215677;66.3170369952628;80.1774193548387;5.026967488157004;2.492819901872321;2.230769230769231;4.0769230769230775;5.453846153846154;8.561538461538461;2018;34
2018-09-02;2018-08-29T13:00:00+02:00;54124;5419;37059;3052;3891;5312;-21;1070;-1657;55782;19.546820054945076;76.67486263736264;86.39817994505493;7.048550824175824;3.678695054945055;15.461538461538462;31.00769230769231;55.91538461538461;80.56923076923077;2018;35
2018-09-09;2018-09-05T13:00:00+02:00;54585;5324;42135;754;4625;3899;-19;1095;-3226;57813;19.88488779179306;73.42424926477347;83.65156810035842;5.45019604126459;2.8316967650032163;6.161538461538462;8.753846153846153;11.984615384615383;19.123076923076926;2018;36
2018-09-16;2018-09-12T13:00:00+02:00;55221;3491;45884;382;5185;5882;-19;966;-6550;61771;20.437524592343166;70.40637850053173;79.96487061325772;4.992952410492733;2.540968849698688;7.484615384615386;11.453846153846154;16.107692307692307;16.06923076923077;2018;37
2018-09-23;2018-09-19T13:00:00+02:00;54686;3308;44277;3526;5320;3914;-19;1129;-6770;61455;20.68100961538464;73.03427197802198;81.1770260989011;5.7986332417582425;3.0772939560439556;2.5076923076923077;5.453846153846154;13.023076923076925;25.23076923076923;2018;38
2018-09-30;2018-09-26T12:00:00+02:00;55165;3962;43305;1079;5405;5239;-19;1059;-4864;60030;14.8510397868261;59.57075344010828;72.03640452289645;5.470357968644259;2.799114313106249;0.015384615384615385;0.04615384615384616;0.1076923076923077;0.3076923076923077;2018;39
2018-10-07;2018-10-02T12:00:00+02:00;57235;4801;42244;5135;4831;3784;-24;1116;-4656;61887;12.64537774725277;68.66133241758241;89.3174793956044;6.963145604395605;3.8632554945054944;0.6153846153846154;1.2000000000000002;2.6384615384615384;6.415384615384616;2018;40
2018-10-14;2018-10-09T12:00:00+02:00;55659;4223;40739;863;4094;4910;-7;922;-83;55744;15.136368752215548;78.83247297057781;80.59811126373627;4.829116558844381;2.5032220400567176;2.946153846153846;6.015384615384615;16.06923076923077;38.02307692307692;2018;41
2018-10-21;2018-10-17T19:30:00+02:00;55492;7152;42300;1917;0;9585;-6;1131;-6589;62079;15.018674450549472;79.76854395604394;88.08952609890109;4.055521978021978;2.11635989010989;4.246153846153846;8.153846153846153;18.176923076923078;61.29230769230769;2018;42
2018-10-28;2018-10-28T19:00:00+01:00;60620;5099;44438;9955;2;4351;-7;1102;-4322;64940;6.862777114190181;80.14903448001274;91.6140707118968;9.680716674629718;5.265627090301003;12.746153846153847;26.361538461538462;51.715384615384615;97.6846153846154;2018;43
2018-11-04;2018-10-29T19:00:00+01:00;73991;8084;46148;6443;2;9494;-6;1051;2773;71216;6.20798970518731;83.62344100791681;95.18295788681955;9.64959464956053;5.2233629077704755;30.861538461538462;58.0923076923077;99.33076923076922;170.26923076923077;2018;44
2018-11-11;2018-11-08T19:00:00+01:00;67753;9439;46247;5056;-1;10044;-7;1072;-4095;71850;9.888553462666387;85.18174345815474;88.65745897247913;5.977773939769907;3.378058312655087;2.146153846153846;7.6692307692307695;24.446153846153848;79.36923076923077;2018;45
2018-11-18;2018-11-15T19:00:00+01:00;66344;8805;45014;2085;-1;9225;-7;1112;110;66233;10.821071539347772;90.65085408543071;88.89165632754342;4.959998227578873;2.7747927375044315;0.4;0.8230769230769232;1.8230769230769233;3.492307692307693;2018;46
2018-11-25;2018-11-20T19:00:00+01:00;80338;11975;46073;1403;-1;12983;-7;1100;6811;73526;3.826686244789717;83.36072849564229;90.36010562713149;5.685247726411519;3.0243084501705195;6.946153846153846;13.038461538461538;22.75384615384615;35.353846153846156;2018;47
2018-12-02;2018-11-26T19:00:00+01:00;77316;11354;48675;2174;0;10978;-8;1140;3006;74313;6.739045329670353;87.37142857142857;92.62967032967033;5.704131181318681;3.0296703296703296;2.338461538461538;5.546153846153846;18.06923076923077;76.73846153846154;2018;48
2018-12-09;2018-12-05T19:00:00+01:00;69594;9305;51565;5194;-1;10199;-63;1122;-7726;77321;9.933385989011011;88.16627747252747;89.26088598901099;5.483063186813187;3.1473420329670327;6.230769230769231;11.3;16.215384615384615;23.03846153846154;2018;49
2018-12-16;2018-12-13T19:00:00+01:00;84676;8537;54533;5361;0;14794;-7;1122;336;84340;2.7269917582417813;84.95192307692308;90.4782967032967;7.3715796703296705;4.253907967032967;11.892307692307694;21.015384615384615;30.93846153846154;38.73846153846154;2018;50
2018-12-23;2018-12-18T19:00:00+01:00;78462;8460;55051;9218;-1;9916;-8;1076;-5250;83712;6.402946428571452;83.51318681318682;90.15006868131869;8.137259615384615;4.560885989010989;4.153846153846154;6.753846153846154;8.96923076923077;19.54615384615385;2018;51
2018-12-30;2018-12-27T19:00:00+01:00;75758;8983;56526;480;-1;11268;-16;1152;-2631;78392;2.692480966614053;88.35193788066772;91.85889141100834;3.318628750281976;1.753426361944507;0.038461538461538464;0.07692307692307693;0.15384615384615385;0.23076923076923078;2018;52
2019-01-06;2019-01-04T10:00:00+01:00;81571;8782;56343;2430;1071;9312;-4;1105;2536;79039;2.5817032967033193;78.52822802197802;86.95082417582418;5.549986263736264;3.043592032967033;-0.038461538461538464;-0.06923076923076923;-0.06153846153846154;0.11538461538461539;2019;1
2019-01-13;2019-01-10T19:00:00+01:00;86432;10237;55278;2381;0;14580;-4;1156;2809;83628;2.887554945054968;75.7474587912088;84.85267857142858;6.720817307692308;3.660762362637363;0.0769230769230769;0.3384615384615385;2.230769230769231;8.446153846153846;2019;2
2019-01-20;2019-01-18T09:00:00+01:00;82962;10443;54165;1448;214;11908;-4;1132;3655;79306;2.796401098901122;80.62273351648352;85.91469780219781;5.305171703296703;2.935370879120879;1.6615384615384614;3.1769230769230767;7.238461538461538;25.569230769230767;2019;3
2019-01-27;2019-01-24T19:00:00+01:00;88454;10988;55248;2345;-1;15511;-11;1132;3241;85212;2.227809065934089;78.98980082417582;92.93149038461539;6.4217582417582415;3.4975412087912088;1.7153846153846155;3.676923076923077;11.561538461538463;49.76153846153846;2019;4
2019-02-03;2019-01-30T19:00:00+01:00;86011;10469;54701;2325;-1;15272;-10;1125;2132;83881;3.327798763736286;81.14570741758241;91.02688873626373;9.20961195054945;4.762541208791209;13.415384615384616;30.092307692307692;71.00769230769231;150.82307692307694;2019;5
2019-02-10;2019-02-04T19:00:00+01:00;86359;11918;55877;4636;-1;14040;-20;1102;-1192;87552;3.1929923302504166;80.30135912474621;87.74989425896683;6.639015480487255;3.739611577938191;8.223076923076922;15.576923076923077;28.184615384615384;40.61538461538461;2019;6
2019-02-17;2019-02-13T09:00:00+01:00;81609;9566;55742;2515;1141;13662;-28;1056;-2045;83654;4.739718406593431;76.23084898971996;83.41258308224035;4.74834234314073;2.6601544221907125;0.015384615384615385;0.05384615384615384;0.1153846153846154;0.22307692307692306;2019;7
2019-02-24;2019-02-20T09:00:00+01:00;74291;9089;53201;1203;1121;14416;-12;1098;-5821;80116;7.1581716559303;81.73113158393332;82.37883431223949;3.863277993558166;2.080344827586207;0.08461538461538462;0.16923076923076924;0.3307692307692308;0.7384615384615386;2019;8
2019-03-03;2019-02-25T09:00:00+01:00;69590;8378;53596;2924;1556;10807;-21;1161;-8814;78401;9.256004539815045;61.048828389352586;75.2707506203474;4.661479105571848;2.513907483645387;0.007692307692307693;0.015384615384615385;0.03076923076923077;0.0923076923076923;2019;9
2019-03-10;2019-03-04T19:30:00+01:00;69678;3012;50047;9984;-1;12231;-59;1162;-6697;76376;9.709510073260095;69.98326465201465;88.00572344322345;14.683685897435899;7.568660714285714;10.8;23.123076923076926;44.8;72.04615384615384;2019;10
2019-03-17;2019-03-14T19:30:00+01:00;72364;3637;52224;12240;-1;11870;-10;1147;-8743;81107;9.033145604395626;79.38949175824176;92.16826923076923;13.063667582417583;7.270494505494506;11.761538461538462;23.13076923076923;43.78461538461538;69.52307692307691;2019;11
2019-03-24;2019-03-18T19:30:00+01:00;70604;7425;47221;1787;-1;14977;-20;1153;-1934;72542;7.341459508233724;73.867799740582;87.05041027520866;7.656181197834424;4.119034090909091;2.1;4.584615384615384;11.107692307692307;38.715384615384615;2019;12
2019-03-31;2019-03-26T08:00:00+01:00;65760;5627;50988;3356;1125;7723;-7;1112;-4172;69924;8.303297710354185;60.69413348748026;78.13282483645386;8.758067899842093;4.697687514098805;2.3153846153846156;4.7846153846153845;9.399999999999999;13.0;2019;13
2019-04-07;2019-04-04T09:00:00+02:00;69585;6396;44833;2006;952;11503;-30;998;2928;66658;6.426030219780243;74.3418956043956;84.75223214285714;7.3830219780219775;3.9818200549450546;12.207692307692307;25.46923076923077;62.45384615384615;154.95384615384617;2019;14
2019-04-14;2019-04-12T09:30:00+02:00;65653;6468;45862;2329;2581;9804;-5;1009;-2397;68048;8.613067335889939;63.92487875028198;79.86620375592149;6.912571198962327;3.70283724340176;2.0;4.269230769230769;9.353846153846153;20.061538461538458;2019;15
2019-04-21;2019-04-15T09:00:00+02:00;65830;5994;44477;3723;1851;9593;-5;1009;-816;66642;9.864546703296726;59.096634615384616;84.86280906593407;7.743228021978022;4.227967032967033;5.6;7.261538461538462;8.553846153846154;13.307692307692308;2019;16
2019-04-28;2019-04-26T09:30:00+02:00;57246;3433;46191;1662;2338;10040;-18;1045;-7446;64691;11.256016483516506;77.85762362637362;85.96651785714286;7.817527472527472;4.169848901098901;15.238461538461538;34.90769230769231;82.86153846153846;186.9769230769231;2019;17
2019-05-05;2019-04-29T09:30:00+02:00;59111;4368;45725;724;2972;10663;-17;1055;-6379;65490;10.767589285714308;71.1367445054945;81.5006868131868;5.688811813186812;2.9262225274725275;0.38461538461538464;1.2461538461538462;5.607692307692308;18.43846153846154;2019;18
2019-05-12;2019-05-06T08:30:00+02:00;62143;4694;44440;1756;1702;9754;-7;1107;-1304;63446;9.12522664835167;62.53722527472527;81.01339285714286;5.837657967032967;3.0774793956043953;-0.007692307692307693;0.25384615384615383;1.3384615384615384;4.0769230769230775;2019;19
2019-05-19;2019-05-13T09:30:00+02:00;55940;3547;41823;4494;3854;10559;-41;1013;-9306;65249;12.963660714285737;54.660874542124546;75.42765567765568;10.160570054945055;5.716522435897436;0.2846153846153846;0.6000000000000001;1.1769230769230767;2.176923076923077;2019;20
2019-05-26;2019-05-20T12:00:00+02:00;56355;3964;44272;2208;3703;11903;-8;1031;-10717;67073;13.640275488400512;80.15626017501017;90.48877823565324;6.478341982091981;3.598183506308506;6.1923076923076925;13.384615384615385;30.115384615384617;71.03846153846153;2019;21
2019-06-02;2019-05-29T13:00:00+02:00;54438;3814;43584;1863;5347;10661;-47;1115;-11895;66337;14.193351648351669;70.15741758241758;85.94196428571429;7.199903846153846;3.83896978021978;0.8384615384615385;2.8999999999999995;9.923076923076923;32.815384615384616;2019;22
2019-06-09;2019-06-05T13:00:00+02:00;54043;4316;42482;1420;3782;9453;-56;1070;-8427;62467;15.959257765830369;75.10366119841926;87.63191428866831;6.835428326900101;3.4841466202554914;29.415384615384614;57.26153846153847;107.56923076923077;168.4846153846154;2019;23
2019-06-16;2019-06-12T12:00:00+02:00;54959;5036;41154;2081;4826;11159;-35;981;-10241;65202;14.532774347272088;77.32888392624955;85.32113967337598;6.694791296094034;3.5156864532948457;10.184615384615386;21.53846153846154;47.75384615384615;106.05384615384615;2019;24
2019-06-23;2019-06-19T13:00:00+02:00;54516;3667;41812;2323;5718;9493;-32;976;-9442;63957;20.253736263736286;69.84429945054946;87.22973901098901;7.067266483516483;3.6700274725274724;5.038461538461538;8.707692307692309;14.53076923076923;25.176923076923078;2019;25
2019-06-30;2019-06-27T13:00:00+02:00;58833;3849;41835;2736;6451;7060;-377;927;-3652;62481;27.044551517031376;61.24319591698624;74.98992851906158;7.271469377396797;4.171463314910896;0.015384615384615385;0.03076923076923077;0.06153846153846154;0.7000000000000001;2019;26
2019-07-07;2019-07-05T13:00:00+02:00;57172;3565;42491;423;6374;7289;-23;1057;-4002;61176;24.297960164835185;54.77403846153846;75.30872252747253;5.324203296703297;2.7236607142857143;0.2076923076923077;0.38461538461538464;0.7076923076923077;0.8769230769230771;2019;27
2019-07-14;2019-07-11T13:00:00+02:00;55476;4364;41888;540;5503;6900;-35;1063;-4744;60223;21.930881410256436;58.95576923076923;87.0020032051282;5.0720833333333335;2.6382852564102564;0.13846153846153844;0.3307692307692308;0.49230769230769234;1.1846153846153846;2019;28
2019-07-21;2019-07-17T13:00:00+02:00;55125;5392;40905;395;6336;5398;-29;1047;-4320;59444;21.52681318681321;55.94354395604395;81.45673076923077;5.416222527472527;2.815041208791209;0.07692307692307693;0.15384615384615385;0.29230769230769227;0.5076923076923078;2019;29
2019-07-28;2019-07-25T13:00:00+02:00;59198;5658;35775;1885;5847;6419;-18;944;2689;56510;28.609594780219805;51.732692307692304;74.7676510989011;6.43676510989011;3.2735164835164836;1.2307692307692306;1.453846153846154;1.8692307692307693;2.223076923076923;2019;30
2019-08-04;2019-07-30T13:00:00+02:00;51532;3199;39832;7391;4843;5851;-340;1095;-10333;61871;20.16732142857145;67.30556318681319;82.07623626373628;9.398626373626374;5.058351648351648;3.876923076923077;8.069230769230769;14.846153846153847;22.930769230769233;2019;31
2019-08-11;2019-08-09T13:00:00+02:00;51266;2436;39484;3783;5186;8016;-21;1113;-8731;59997;23.55563186813189;71.40597527472528;87.53798076923077;8.84010989010989;4.668667582417583;15.207692307692307;31.43846153846154;54.10000000000001;78.67692307692307;2019;32
2019-08-18;2019-08-14T13:00:00+02:00;47456;1312;39472;2641;6419;5213;-34;1193;-8763;56216;18.72048361121639;67.27534340659341;86.29923147972718;6.7823491379310346;3.6427093596059112;1.4692307692307693;2.8615384615384616;5.1;14.646153846153847;2019;33
2019-08-25;2019-08-23T13:00:00+02:00;50981;3185;37084;1035;6788;5371;-76;1264;-3667;54651;21.61026292743882;58.78640400875202;76.65145509904349;5.5045221601874825;2.876427108297456;0.39230769230769236;0.7230769230769231;1.3384615384615384;2.276923076923077;2019;34
2019-09-01;2019-08-28T13:00:00+02:00;55014;5283;39457;729;4667;6621;-20;1108;-2833;57845;22.221744505494527;71.42603021978022;88.40054945054945;5.245659340659341;2.652606456043956;1.3615384615384616;2.776923076923077;5.523076923076923;9.669230769230769;2019;35
2019-09-08;2019-09-04T13:00:00+02:00;54059;4707;38911;3371;6581;3499;-238;1069;-3844;57900;18.605542803970245;63.61321783055654;75.57420351825593;6.544902516838001;3.5142653314427506;1.0153846153846156;1.7461538461538464;4.4;7.746153846153845;2019;36
2019-09-15;2019-09-11T12:00:00+02:00;53639;4792;41611;1788;5139;3492;-32;1159;-4309;57949;17.074193548387118;67.05229669524024;83.88139028310398;6.032892933679223;3.168560230092488;1.0076923076923077;2.7153846153846155;9.553846153846154;44.54615384615385;2019;37
2019-09-22;2019-09-17T12:00:00+02:00;53520;5150;39515;848;5260;3856;-18;1005;-2092;55616;19.62445741758244;67.50611263736263;78.76596840659342;6.531703296703297;3.575418956043956;0.07692307692307693;0.1769230769230769;0.36153846153846153;0.7846153846153846;2019;38
2019-09-29;2019-09-25T12:00:00+02:00;53808;4845;38518;6768;3206;4761;-21;978;-5253;59055;16.692026098901124;81.57438186813187;91.59958791208791;8.706627747252748;4.744388736263736;8.684615384615386;16.907692307692308;33.223076923076924;85.5;2019;39
2019-10-06;2019-10-03T12:00:00+02:00;56176;4800;41860;1170;5728;4015;-55;970;-2314;58488;12.274431463100841;71.63879292061674;83.38434462330244;5.615143616607636;3.0244903430821544;0.9307692307692309;1.6846153846153844;2.930769230769231;13.053846153846154;2019;40
2019-10-13;2019-10-09T12:00:00+02:00;56852;5033;39554;8618;2753;4871;-6;987;-4960;61810;14.002122252747276;80.88550824175825;86.47664835164834;8.891785714285714;4.75698489010989;11.153846153846153;20.892307692307693;40.66153846153846;74.03076923076922;2019;41
2019-10-20;2019-10-16T19:30:00+02:00;56904;5435;38961;7168;1;7594;-6;1020;-3274;60173;14.051141518737694;80.81918674274445;90.71050824175823;8.701274654832348;4.816969216680755;15.784615384615384;31.407692307692308;59.28461538461538;146.0846153846154;2019;42
2019-10-27;2019-10-22T12:00:00+02:00;61049;5480;40997;667;1820;9213;-7;1026;1859;59196;12.354230769230792;87.4668956043956;90.63307005494507;5.409986263736264;2.9701442307692307;20.815384615384616;39.776923076923076;65.85384615384615;112.63846153846154;2019;43
2019-11-03;2019-10-30T19:00:00+01:00;62672;6210;40309;2425;2;11950;-7;1094;691;61983;12.085425824175847;89.81071428571428;93.55796703296703;4.977067307692308;2.8386126373626372;10.115384615384615;16.76923076923077;27.353846153846156;48.56923076923078;2019;44
2019-11-10;2019-11-07T19:00:00+01:00;69521;8633;38881;4950;0;15005;-24;1122;954;68567;8.734216572819262;82.52482463256348;87.03192045237641;8.345473969268944;4.406955645161291;22.284615384615385;43.87692307692308;80.57692307692308;136.42307692307693;2019;45
2019-11-17;2019-11-14T19:00:00+01:00;77680;12627;40572;1263;0;14840;-23;1066;7334;70345;5.703166208791232;85.65309065934065;92.64457417582418;6.817355769230769;3.543173076923077;35.38461538461539;67.53076923076922;117.63076923076923;168.5;2019;46
2019-11-24;2019-11-20T19:00:00+01:00;79551;11433;40595;6181;-1;14259;-7;1123;5968;73583;4.604196428571452;85.9495879120879;86.01820054945054;5.450456730769231;3.0763289835164835;1.8615384615384618;4.1923076923076925;5.953846153846154;11.061538461538463;2019;47
2019-12-01;2019-11-25T19:00:00+01:00;70072;8546;43541;4665;1;14733;-43;1073;-2445;72516;9.859927884615407;89.83671016483517;93.35497939560439;6.355085851648353;3.459010989010989;5.553846153846154;12.607692307692307;25.83076923076923;50.92307692307692;2019;48
2019-12-08;2019-12-04T09:00:00+01:00;80410;12873;44573;2879;287;15143;-8;1131;3535;76878;2.9835096153846368;85.81586538461539;78.91583104395605;4.661565934065934;2.4649793956043955;0.7230769230769231;1.176923076923077;1.6538461538461535;2.4461538461538463;2019;49
2019-12-15;2019-12-12T19:00:00+01:00;78174;8522;46422;11200;1;13648;-8;1125;-2734;80910;6.381809752747275;84.68945741758242;90.61298076923077;9.90027129120879;5.543763736263736;21.815384615384616;38.62307692307692;67.6076923076923;131.16923076923078;2019;50
2019-12-22;2019-12-16T19:00:00+01:00;70471;8562;41464;5912;1;14859;-25;1126;-1431;71899;10.312987818633003;85.55021853146853;93.8933249210467;7.592254680803068;4.105155791788857;6.6692307692307695;12.146153846153847;21.876923076923074;39.853846153846156;2019;51
2019-12-29;2019-12-29T19:30:00+01:00;66658;3752;49249;3056;0;14003;-30;1174;-4544;71204;3.5302335164835394;87.08392857142857;86.25360576923077;4.151373626373626;2.2808104395604394;0.07692307692307693;0.15384615384615385;0.30769230769230776;0.4;2019;52
